USE_LICENSE_URL,COLLECTOR_ID,GUID,SCIENTIFIC_NAME,GENUS,SPECIES,COLLECTORS,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,MIN_ELEV_IN_M,MAX_ELEV_IN_M,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ELEV_IN_M,DEPTH_IN_M,SPEC_LOCALITY,LOCALITY_REMARKS,VERBATIM_LOCALITY,VERBATIM_DATE,DAY_COLLECTED,MONTH_COLLECTED,YEAR_COLLECTED,VERBATIM_COORDINATES,ORIG_LAT_LONG_UNITS,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS,DATUM,FORMATTED_SCIENTIFIC_NAME,COLL_EVENT_REMARKS,ASSOCIATED_SPECIES,AGE,AGE_CLASS,BODY_CONDITION,BODY_WIDTH,CALCAR_LENGTH,DESCRIPTION,DIMENSIONS,EAR_FROM_NOTCH,EAR_LENGTH_MM,EMBRYO_WEIGHT,HEAD_LENGTH,HEAD_WIDTH,HEIGHT,HIND_FOOT_WITH_CLAW,HIND_FOOT_LENGTH_MM,HIND_LIMB_LENGTH,LEFT_GONAD_LENGTH,LEFT_GONAD_WIDTH,MAXIMUM_STANDARD_LENGTH,MAXIMUM_TOTAL_LENGTH,MINIMUM_STANDARD_LENGTH,MINIMUM_TOTAL_LENGTH,REPRODUCTIVE_DATA,REPRODUCTIVE_STATUS,RIGHT_GONAD_LENGTH,RIGHT_GONAD_WIDTH,SEX,STANDARD_LENGTH,TAIL_BASE_WIDTH,TAIL_CONDITION,TAIL_LENGTH,TAIL_LENGTH_MM,TOTAL_LENGTH,TOTAL_LENGTH_MM,VERBATIM_COLLECTOR,WEIGHT,BODY_WEIGHT_G,BODY_LENGTH_MM,NOTES
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:235950,Mus musculus,Mus,Mus musculus,Felipe Martins,North America,United States,Colorado,Lake County,3062,3062,10046,10046,3062-3062,,"329 Hwy 24, Leadville",residence,"USA, CO, Lake County, 329 Hwy 24, Leadville, Pet shop, 39° 14.259' 00"" N, 106° 17.680' W, elev 10046 ft.",5-Oct-12,5,10,2012,39.23765/-106.2946666667,decimal degrees,39.23765,-106.2946667,100,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,10.5 mm,10.5,,,,,18.5 mm,18.5,,,,,,,,testes abdominal (t = 5x3),,,,male,,,,69 mm,69,126 mm,126,,6.65 g,6.65,57,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230418,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Santo Domingo,,320,320,1050,1050,320-320,,"Agricultural supply store, Nueva Israel, Santo Domingo",,"South America, Ecuador, Santo Domingo, Agricultural supply store, Nueva Israel, Santo Domingo",12/10/12,10,12,2012,0.00307444,decimal degrees,-0.243916667,-79.33693333,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,11 mm,11,,,,,15 mm,15,,,,,,,,nulliparous,,,,female,,,,61 mm,61,119 mm,119,,4 g,4,58,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:235951,Mus musculus,Mus,Mus musculus,Felipe Martins,North America,United States,Colorado,Lake County,3062,3062,10046,10046,3062-3062,,"329 Hwy 24, Leadville",residence,"USA, CO, Lake County, 329 Hwy 24, Leadville, Pet shop, 39° 14.259' N, 106° 17.680' W, elev 10046 ft.",5-Oct-12,5,10,2012,39.23765/-106.2946666667,decimal degrees,39.23765,-106.2946667,100,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,11.5 mm,11.5,,,,,19.5 mm,19.5,,,,,,,,testes abdominal; testis 5x3mm,,,,male,,,,76 mm,76,134 mm,134,,7.75 g,7.75,58,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS117,MVZ:Mamm:230465,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Parkland County,719,719,2359,2359,719-719,,"Township Road 522, between Range Rd. 14 and 15, SW of Stony Plain",Hay stack,"Canada; Alberta; Parkland Co.; Township Road 522, between Range Rd. 14 and 15, SW of Stony Plain; Hay stack; 53° 29.014'; 114° 06.245'; 2359ft",7/31/12,31,7,2012,53.4835666667/-114.1040833333,decimal degrees,53.48356667,-114.1040833,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,17.5 mm,17.5,,,,,,,,,,,,female,,,,66 mm,66,125 mm,125,,7.2 g,7.2,59,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230387,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,1377,1377,4519,4519,1377-1377,,"Farm, ruta Nanegalito-Nanegal, Nanegalito",,"South America, Ecuador, Pichinicha, Farm, ruta Nanegalito-Nanegal, Nanegalito",12/4/12,4,12,2012,.0907666667/-78.6978333333,decimal degrees,0.0741,-78.66811667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,18 mm,18,,,,,,,,,,,,male,,,,71 mm,71,130 mm,130,,9.5 g,9.5,59,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:231387,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rondonia,,79,79,258,258,79-79,,Proto Velho,Bairro Cascalheiras; residence,"Brazil; Rondônia; Porto Velho; Bairro Cascalheiras; residence; S 08 °46' 32.3"" ; 63° 50' 14.1""; 258ft",9/17/13,17,9,2013,0.137415343,decimal degrees,-8.772,-63.83566667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,13 mm,13,,,,,17 mm,17,,,,,,,,nulliparous,,,,female,,,,61 mm,61,121 mm,121,,4.5 g,4.5,60,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230335,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Cotopaxi,,2973,2973,9755,9755,2973-2973,,"Chicken farm, Alaques, Latacunga",,Ecuador; Provincia Cotopaxi; Latacunga; Alaques; S 00° 52.413'; 78° 36.425'; 9755ft,11/15/12,15,11,2012,0.011112866,decimal degrees,-0.87355,-78.60708333,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,11 mm,11,,,,,17 mm,17,,,,,,,,nulliparous,,,,female,,,,51 mm,51,111 mm,111,,6.65 g,6.65,60,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS070,MVZ:Mamm:230459,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Leduc County,699,699,2294,2294,699-699,,"Range Road 245A and west of 34th Ave, Calmar",CFCW farm,"Canada; Alberta; Leduc Co.; Range Road 245A and west of 34th Ave, Calmar; CFCW farm; 53° 22.789'; 113° 31.642'; 2294ft",7/19/12,19,7,2012,53.3798166667/-113.5273666667,decimal degrees,53.37981667,-113.5273667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13 mm,13,,,,,18.5 mm,18.5,,,,,,,,,,,,female,,,,95 mm,95,155 mm,155,,14 g,14,60,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:231378,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rio Grande do Sul,,74,74,242,242,74-74,,Uruguaiana,Fazenda Macedo sede II,"Brazil; Rio Grande do Sul; Uruguaiana; ; Fazenda Macedo sede II; S 29 °49' 45.1"" ; 57° 11' 59.8""; 242ft",6/5/13,5,6,2013,0.521463811,decimal degrees,-29.82416667,-57.19316667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,10 mm,10,,,,,15 mm,15,,,,,,,,testes abdominal; testis (4x2mm),,,,male,,,,60 mm,60,121 mm,121,,5.5 g,5.5,61,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:231409,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Buenos Aires,,201,201,659,659,201-201,,Tandil,Grainerie,Argentina; Buenos Aires; Tandil; Grainerie; S 37 °17.45' ; 59° 12.037'; 659ft,2/6/13,6,2,2013,0.629906164,decimal degrees,-37.29083333,-59.20061667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,10 mm,10,,,,,18 mm,18,,,,,,,,testis abd.; testis (4.0 x 2.0 mm),,,,male,,,,63 mm,63,124 mm,124,,6.5 g,6.5,61,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM136,MVZ:Mamm:231416,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Chubut,,4,4,13,13,4-Apr,,"Gaiman, La Angostura",Agronomy school,"Argentina; Chubut; Gaiman; La Angostura; Agronomy school; S 43 °19'57.9"" ; 65° 28'28.3""; 13ft",3/6/13,6,3,2013,0.661757818,decimal degrees,-43.32616667,-65.47133333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,11 mm,11,,,,,17 mm,17,,,,,,,,nulliparous,,,,female,,,,60 mm,60,122 mm,122,,5 g,5,62,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:231386,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rondonia,,79,79,258,258,79-79,,Proto Velho,Bairro Cascalheiras; residence,"Brazil; Rondônia; Porto Velho; Bairro Cascalheiras; residence; S 08 °46' 32.3"" ; 63° 50' 14.1""; 258ft",9/17/13,17,9,2013,0.137415343,decimal degrees,-8.772,-63.83566667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,16 mm,16,,,,,,,,nulliparous,,,,female,,,,70 mm,70,132 mm,132,,5.75 g,5.75,62,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM287,MVZ:Mamm:231336,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1076,1076,3530,3530,1076-1076,,Brasilia,"Fazenda UnB, Primatology Center","Brazil; Distrito Federal; Brasília; Fazenda UnB; Primatology center; S 15 °56' 47.68"" ; 47° 56' 25.25""; 3530ft",9/23/13,23,9,2013,0.332540635,decimal degrees,-15.94116667,-47.9375,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,17 mm,17,,,,,,,,abdominal; testis (4.0 x 2.0 mm),,,,male,,,,62 mm,62,124 mm,124,,6.25 g,6.25,62,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR139,MVZ:Mamm:230618,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,New Hampshire,Grafton County,139,139,139,139,139-139,,Bath,,"North America, United States, New Hampshire, Grafton County, Bath",7/20/12,20,7,2012,44.17625/-71.94682,decimal degrees,44.17625,-71.94682,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,12.5 mm,12.5,,,,,17 mm,17,,,,,,,,testes abdominal .2mm,,,,male,,,,65 mm,65,127 mm,127,,8.25 g,8.25,62,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR127,MVZ:Mamm:230605,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Georgia,Clarke County,224,224,224,224,224-224,,"2151 Morton Rd, Athens",,"North America, United States, Georgia, Clarke County, 2151 Morton Rd, Athens",6/2/12,2,6,2012,33.87025/-83.28893,decimal degrees,33.87025,-83.28893,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,17.5 mm,17.5,,,,,,,,nulliparous,,,,female,,,,67 mm,67,132 mm,132,,9.25 g,9.25,65,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS027,MVZ:Mamm:230566,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Utah County,1369,1369,4492,4492,1369-1369,,"Spanish Fork, W. 4000 South",Old horse barn behind the house,"United States; Utah; Utah Co.; Spanish Fork, W. 4000 South ; Old horse barn behind the house; 40° 09.489'; 111° 42.196'; 4492ft",6/15/12,15,6,2012,40.15815/-111.7032666667,decimal degrees,40.15815,-111.7032667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13 mm,13,,,,,18 mm,18,,,,,,,,nulliparous,,,,female,,,,72 mm,72,137 mm,137,,7.6 g,7.6,65,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR131,MVZ:Mamm:230613,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Georgia,Oconee County,209,209,209,209,209-209,,Bogart,,"North America, United States, Georgia, Oconee County, Bogart",6/7/12,7,6,2012,33.88584/-83.48023,decimal degrees,33.88584,-83.48023,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18 mm,18,,,,,,,,"pregnant, embryos 1L 2R L=9mm",pregnant,,,female,,,,72 mm,72,137 mm,137,,9 g,9,65,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM118,MVZ:Mamm:231402,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Buenos Aires,,210,210,689,689,210-210,,"Tandil, Ruta 226",Grainerie,Argentina; Buenos Aires; Tandil; Ruta 226; Grainerie; S 37 °18.971' ; 59° 06.139'; 689ft,2/4/13,4,2,2013,0.631382752,decimal degrees,-37.31618333,-59.10231667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,11 mm,11,,,,,17 mm,17,,,,,,,,abd.; testis (4.0 x 2.0),,,,male,,,,59 mm,59,124 mm,124,,5.75 g,5.75,65,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR158,MVZ:Mamm:230643,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Henrico County,77,77,77,77,77-77,,"1 block E of N Boulevard On Floyd Ave, Richmond",,"North America, United States, Virginia, Henrico County, 1 block E of N Boulevard On Floyd Ave, Richmond",8/8/12,8,8,2012,37.55354/-77.47402,decimal degrees,37.55354,-77.47402,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,17.5 mm,17.5,,,,,,,,testes abdominal L=4mm,,,,male,,,,62 mm,62,128 mm,128,,7.75 g,7.75,66,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR165,MVZ:Mamm:230644,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Henrico County,73,73,73,73,73-73,,"near junction Tilden St. and Grove Ave, Richmond",,"North America, United States, Virginia, Henrico County, near junction Tilden St. and Grove Ave, Richmond",8/14/12,14,8,2012,37.55811/-77.48073,decimal degrees,37.55811,-77.48073,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13.5 mm,13.5,,,,,19 mm,19,,,,,,,,"testes scrotal, L=7.5",,,,male,,,,85 mm,85,151 mm,151,,10.75 g,10.75,66,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230352,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Manabi,,33,33,107,107,33-33,,"Chicken farm, Calceta, Portoviejo",,"South America, Ecuador, Manabi, Chicken farm, Calceta, Portoviejo",11/29/12,29,11,2012,0.010686138,decimal degrees,-0.85665,-80.1646,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,16 mm,16,,,,,,,,nulliparous,,,,female,,,,70 mm,70,138 mm,138,,11 g,11,68,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR119,MVZ:Mamm:230592,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Florida,Alachua County,37,37,37,37,37-37,,Gainesville,,"North America, United States, Florida, Alachua County, Gainesville",5/27/12,27,5,2012,29.715073/-82.353545,decimal degrees,29.715073,-82.353545,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,19 mm,19,,,,,,,,nulliparous,,,,female,,,,80 mm,80,148 mm,148,,11.13 g,11.13,68,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230369,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,1832,1832,6009,6009,1832-1832,,"Cattle farm, 5Km west of Nanegalito",,"South America, Ecuador, Pichincha, Cattle farm, 5Km west of Nanegalito",12/6/12,6,12,2012,0.0369333333/-78.6967666667,decimal degrees,0.036933333,-78.69676667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,10 mm,10,,,,,16 mm,16,,,,,,,,"testes abdmoninal, 3x2mm",,,,male,,,,57 mm,57,125 mm,125,,4 g,4,68,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230346,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Cotopaxi,,2927,2927,9602,9602,2927-2927,,"Residence, Saquisili, Latacunga",,"South America, Ecuador, Cotopaxi, Residence, Saquisili, Latacunga",11/17/12,17,11,2012,0.010635638,decimal degrees,-0.836633333,-78.6632,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,16 mm,16,,,,,,,,"testes abdominal, 4x3 mm",,,,male,,,,67 mm,67,135 mm,135,,6.5 g,6.5,68,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR118,MVZ:Mamm:230599,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Florida,Marion County,16,16,16,16,16-16,,Ocala,,"North America, United States, Florida, Marion County, Ocala",5/25/12,25,5,2012,29.10066/-82.14192,decimal degrees,29.10066,-82.14192,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,18 mm,18,,,,,,,,"testes abdominal, 7mm",,,,male,,,,70 mm,70,138 mm,138,,9.5 g,9.5,68,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM283,MVZ:Mamm:231343,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1252,1252,4106,4106,1252-1252,,Brasilia,Chicken farm,"Brazil; Distrito Federal; Brasília; ; Chicken farm; S 15 °38' 16.5"" ; 47° 55' 05""; 4106ft",9/22/13,22,9,2013,0.326310847,decimal degrees,-15.636,-47.9175,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,17 mm,17,,,,,,,,nulliparaous,,,,female,,,,72 mm,72,141 mm,141,,6.25 g,6.25,69,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:231338,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1086,1086,3562,3562,1086-1086,,Brasilia,"Fazenda UnB, sede","Brazil; Distrito Federal; Brasília; Fazenda UnB; sede; S 15 °56' 42.56"" ; 47° 55' 53.04""; 3562ft",9/23/13,23,9,2013,0.332606511,decimal degrees,-15.94033333,-47.9255,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,17 mm,17,,,,,,,,nulliparous,,,,female,,,,67 mm,67,136 mm,136,,7.25 g,7.25,69,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR169,MVZ:Mamm:230636,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Chesterfield County,39,39,39,39,39-39,,Midlothian,,"North America, United States, Virginia, Chesterfield County, Midlothian",8/14/12,14,8,2012,37.55537/-77.66149,decimal degrees,37.55537,-77.66149,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13.5 mm,13.5,,,,,19 mm,19,,,,,,,,parous,,,,female,,,,74 mm,74,143 mm,143,,11 g,11,69,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR125,MVZ:Mamm:230609,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Georgia,Jackson County,250,250,250,250,250-250,,Jefferson,,"North America, United States, Georgia, Jackson County, Jefferson",6/1/12,1,6,2012,34.100111/-83.596875,decimal degrees,34.09889,-83.34537,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,17.5 mm,17.5,,,,,,,,"testes abdominal, L=6mm",,,,male,,,,68 mm,68,137 mm,137,,11 g,11,69,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM284,MVZ:Mamm:231344,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1252,1252,4106,4106,1252-1252,,Brasilia,Chicken farm,"Brazil; Distrito Federal; Brasília; ; Chicken farm; S 15 °38' 16.5"" ; 47° 55' 05""; 4106ft",9/22/13,22,9,2013,0.326310847,decimal degrees,-15.636,-47.9175,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,13 mm,13,,,,,17 mm,17,,,,,,,,nulliparaous,,,,female,,,,76 mm,76,146 mm,146,,8 g,8,70,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230404,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,2614,2614,8576,8576,2614-2614,,"Chicken farm, La Cocha, Tumbaco",,Ecuador; Provincia Pichincha; Tumbaco; 17 km E of Tumbaco; S 00° 14.894'; 78° 21.312'; 8494ft,11/7/12,7,11,2012,0.003168193,decimal degrees,-0.248244444,-78.35521111,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,16 mm,16,,,,,20 mm,20,,,,,,,,"testes scrotal, 7 x 3 mm",,,,male,,,,80 mm,80,150 mm,150,,15 g,15,70,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM135,MVZ:Mamm:231415,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Chubut,,4,4,13,13,4-Apr,,"Gaiman, La Angostura",Agronomy school,"Argentina; Chubut; Gaiman; La Angostura; Agronomy school; S 43 °19'57.9"" ; 65° 28'28.3""; 13ft",3/6/13,6,3,2013,0.661757818,decimal degrees,-43.32616667,-65.47133333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,11 mm,11,,,,,17 mm,17,,,,,,,,abdominal; t: (4.0x2.0mm),,,,male,,,,61 mm,61,132 mm,132,,5.5 g,5.5,71,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM285,MVZ:Mamm:231345,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1249,1249,4098,4098,1249-1249,,Brasilia,farm,"Brazil; Distrito Federal; Brasília; ; farm; S 15 °37' 24.53"" ; 47° 55' 44.34""; 4098ft",9/23/13,23,9,2013,0.325946638,decimal degrees,-15.62066667,-47.924,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,subadult,,,,,,13 mm,13,,,,,18 mm,18,,,,,,,,testes abdominal; testis (7x3mm),,,,male,,,,79 mm,79,150 mm,150,,8.75 g,8.75,71,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS016,MVZ:Mamm:230574,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Washington County,893,893,2931,2931,893-893,,725 Industrial Rd.,Steve Regan Co.,United States; Utah; Washington Co.; 725 Industrial road; Steve Regan Co.; 37° 07.220'; 113° 33.443'; 2931ft,6/11/12,11,6,2012,37.1203333333/-113.5573833333,decimal degrees,37.12033333,-113.5573833,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,subadult,,,,,,13.5 mm,13.5,,,,,18.1 mm,18.1,,,,,,,,testes scrotal (5.0x3.0mm),,,,male,,,,73 mm,73,144 mm,144,,8.5 g,8.5,71,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS113,MVZ:Mamm:230469,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Parkland County,731,731,2397,2397,731-731,,"Alberta 628 and Century Rd., Spruce Grove",Lewis farm,"Canada; Alberta; Parkland Co.; Alberta 628 and Century Rd., Spruce Grove; Lewis farm; 53° 30.768'; 113° 52.365'; 2397ft",7/31/12,31,7,2012,53.5128/-113.87275,decimal degrees,53.5128,-113.87275,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13.5 mm,13.5,,,,,18.5 mm,18.5,,,,,,,,testis (7.5 x 4.0 mm),,,,male,,,,79.5 mm,79.5,150.5 mm,150.5,,11.5 g,11.5,71,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS028,MVZ:Mamm:230561,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Utah County,1419,1419,4655,4655,1419-1419,,"Spanish Fork, 250 Arrowhead trail Road",IFA country store,"United States; Utah; Utah Co.; Spanish Fork, 250 Arrowhead trail Road; IFA country store; 40° 05.553'; 111° 39.567'; 4655ft",6/15/12,15,6,2012,40.09255/-111.65945,decimal degrees,40.09255,-111.65945,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12.5 mm,12.5,,,,,18.7 mm,18.7,,,,,,,,testes abdominal (6.5x4.5mm),,,,male,,,,72.5 mm,72.5,144 mm,144,,9.1 g,9.1,71.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230360,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Manabi,,100,100,327,327,100-100,,"Cornmill, ruta Portoviejo - Esmeraldas, Portoviejo",,"South America, Ecuador, Manabi, Cornmill, ruta Portoviejo - Esmeraldas, Portoviejo",11/28/12,28,11,2012,0.013401843,decimal degrees,-1.079383333,-80.53991667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,18 mm,18,,,,,19 mm,19,,,,,,,,nulliparous,,,,female,,,,72 mm,72,144 mm,144,,10 g,10,72,
