USE_LICENSE_URL,COLLECTOR_ID,GUID,SCIENTIFIC_NAME,GENUS,SPECIES,COLLECTORS,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,MIN_ELEV_IN_M,MAX_ELEV_IN_M,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ELEV_IN_M,DEPTH_IN_M,SPEC_LOCALITY,LOCALITY_REMARKS,VERBATIM_LOCALITY,VERBATIM_DATE,DAY_COLLECTED,MONTH_COLLECTED,YEAR_COLLECTED,VERBATIM_COORDINATES,ORIG_LAT_LONG_UNITS,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS,DATUM,FORMATTED_SCIENTIFIC_NAME,COLL_EVENT_REMARKS,ASSOCIATED_SPECIES,AGE,AGE_CLASS,BODY_CONDITION,BODY_WIDTH,CALCAR_LENGTH,DESCRIPTION,DIMENSIONS,EAR_FROM_NOTCH,EAR_LENGTH_MM,EMBRYO_WEIGHT,HEAD_LENGTH,HEAD_WIDTH,HEIGHT,HIND_FOOT_WITH_CLAW,HIND_FOOT_LENGTH_MM,HIND_LIMB_LENGTH,LEFT_GONAD_LENGTH,LEFT_GONAD_WIDTH,MAXIMUM_STANDARD_LENGTH,MAXIMUM_TOTAL_LENGTH,MINIMUM_STANDARD_LENGTH,MINIMUM_TOTAL_LENGTH,REPRODUCTIVE_DATA,REPRODUCTIVE_STATUS,RIGHT_GONAD_LENGTH,RIGHT_GONAD_WIDTH,SEX,STANDARD_LENGTH,TAIL_BASE_WIDTH,TAIL_CONDITION,TAIL_LENGTH,TAIL_LENGTH_MM,TOTAL_LENGTH,TOTAL_LENGTH_MM,VERBATIM_COLLECTOR,WEIGHT,BODY_WEIGHT_G,BODY_LENGTH_MM,NOTES
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:233009,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3839,3839,3839,3839,3839-3839,,"House, shore of Lake Titicaca",,"Bolivia, La Paz, Lake Titikaka shore, house, 16° 16.541', 68° 33.063', 3839m",5-Sep-14,5,9,2014,0.237424275,decimal degrees,-16.27568333,-68.55105,96,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,subadult,,,,,,12.5 mm,12.5,,,,,18.2 mm,18.2,,,,,,,,testis 5.5x3mm,,,,male,,,,73 mm,73,151 mm,151,,10.9 g,10.9,78,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS099,MVZ:Mamm:230510,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Sturgeon County,651,651,2136,2136,651-651,,"Near Township Road 564 and Range Rd. 231, Gibbons",Alpaca farm,"Canada; Alberta; Sturgeon Co.; Near Township Road 564 and Range Rd. 231, Gibbons; Alpaka farm; 53° 51.691'; 113° 18.164'; 2136ft",7/27/12,27,7,2012,53.8615166667/-113.3027333333,decimal degrees,53.86151667,-113.3027333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.5 mm,14.5,,,,,18.6 mm,18.6,,,,,,,,,,,,male,,,,87 mm,87,165 mm,165,,13.6 g,13.6,78,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR151,MVZ:Mamm:230634,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Pennsylvania,Northampton County,153,153,153,153,153-153,,Hellertown,,"North America, United States, Pennsylvania, Northampton County, Hellertown",8/1/12,1,8,2012,40.55189/-75.32455,decimal degrees,40.55189,-75.32455,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,19 mm,19,,,,,,,,"testes scrotal, length 8mm",,,,male,,,,82.5 mm,82.5,161 mm,161,,15 g,15,78.5,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230339,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Cotopaxi,,2818,2818,9244,9244,2818-2818,,"Cuy Farm, Alaques, Latacunga",, Ecuador; Provincia Cotopaxi;  Latacunga;  Alaques; S 00° 51.368'; 78° 36.792'; 9244ft,16-Nov-12,16,11,2012,0.010890453,decimal degrees,-0.856133333,-78.6132,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13 mm,13,,,,,17 mm,17,,,,,,,,null.,,,,female,,,,76 mm,76,155 mm,155,,13.5 g,13.5,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM115,MVZ:Mamm:231401,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Buenos Aires,,261,261,856,856,261-261,,"Tandil, Ruta 226",rabbit farm,"Argentina; Buenos Aires; Tandil; Ruta 226; rabbit farm; S 37 °21.00' ; 59° 12'17.07""; 856ft",2/4/13,4,2,2013,0.630881968,decimal degrees,-37.35,-59.20283333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,13 mm,13,,,,,17 mm,17,,,,,,,,nulliparous,,,,female,,,,69 mm,69,148 mm,148,,9 g,9,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230348,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Manabi,,14,14,46,46,14-14,,"Agricultural supply store, Calceta, Portoviejo",,"South America, Ecuador Manabi,, Agricultural supply store, Calceta, Portoviejo",11/30/12,30,11,2012,0.01149799,decimal degrees,-0.92535,-80.47928333,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,nulliparous,,,,female,,,,72 mm,72,151 mm,151,,9.5 g,9.5,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230398,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,2589,2589,8494,8494,2589-2589,,"Aquarium, 17 km E of Tumbaco",, Ecuador; Provincia Pichincha;  Tumbaco;  17 km E of Tumbaco; S 00° 14.875'; 78° 21.421'; 8494ft,11/6/12,6,11,2012,0.003163937,decimal degrees,-0.247916667,-78.35701667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,11 mm,11,,,,,20 mm,20,,,,,,,,nulliparous,,,,female,,,,71 mm,71,150 mm,150,,10 g,10,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230419,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Santo Domingo,,320,320,1050,1050,320-320,,"Agricultural supply store, Nueva Israel, Santo Domingo",,"South America, Ecuador, Santo Domingo, Agricultural supply store, Nueva Israel, Santo Domingo",12/10/12,10,12,2012,0.00307444,decimal degrees,-0.243916667,-79.33693333,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,14 mm,14,,,,,16 mm,16,,,,,,,,nulliparous,,,,female,,,,67 mm,67,146 mm,146,,9 g,9,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:235949,Mus musculus,Mus,Mus musculus,Felipe Martins,North America,United States,Colorado,Lake County,3065,3065,10056,10056,3065-3065,,"422 Chestnut Street, Leadville",residence,"USA, CO, Lake County, 422 Chestnut St., Leadville, 80461, residence, 39° 14.582' 00"" N, 106° 17.808' W, elev 10056 ft.",5-Oct-12,5,10,2012,39.2430333333/-106.2968,decimal degrees,39.24303333,-106.2968,100,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,13 mm,13,,,,,18 mm,18,,,,,,,,nulliparous,,,,female,,,,73 mm,73,152 mm,152,,10.75 g,10.75,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS018,MVZ:Mamm:230579,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Washington County,806,806,2645,2645,806-806,,Near 3320 E and 2620 S,Red small barn,United States; Utah; Washington Co.; Near 3320 E. 2620 south; Red small barn; 37° 03.825'; 113° 31.340'; 2645ft,6/11/12,11,6,2012,37.06375/-113.5223333333,decimal degrees,37.06375,-113.5223333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14 mm,14,,,,,18.9 mm,18.9,,,,,,,,"parous (placental scars R2, L3)",,,,female,,,,72 mm,72,151 mm,151,,11.9 g,11.9,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230397,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,2589,2589,8494,8494,2589-2589,,"Aquarium, 17 km E of Tumbaco",, Ecuador; Provincia Pichincha;  Tumbaco;  17 km E of Tumbaco; S 00° 14.875'; 78° 21.421'; 8494ft,11/6/12,6,11,2012,0.003163937,decimal degrees,-0.247916667,-78.35701667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13 mm,13,,,,,18 mm,18,,,,,,,,"pregnant, embryos 2R5L",pregnant,,,female,,,,77 mm,77,156 mm,156,,12 g,12,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM150,MVZ:Mamm:231353,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Parana,,533,533,1749,1749,533-533,,Maringa,Feijão de ouro Grainerie,"Brazil; Paraná; Maringá; ; Feijão de ouro Grainerie; S 23 °27' 11.9"" ; 52° 00' 14.8""; 1749ft",5/20/13,20,5,2013,0.450976559,decimal degrees,-23.45183333,-52.00233333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,19 mm,19,,,,,17 mm,17,,,,,,,,"pregnant; embryo (Left horn:2, Right horn: 2)",pregnant,,,female,,,,79 mm,79,158 mm,158,,11.5 g,11.5,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS071,MVZ:Mamm:230461,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Leduc County,699,699,2294,2294,699-699,,"Range Road 245A and west of 34th Ave, Calmar",CFCW farm,"Canada; Alberta; Leduc Co.; Range Road 245A and west of 34th Ave, Calmar; CFCW farm; 53° 22.789'; 113° 31.642'; 2294ft",7/19/12,19,7,2012,53.3798166667/-113.5273666667,decimal degrees,53.37981667,-113.5273667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14.3 mm,14.3,,,,,18.4 mm,18.4,,,,,,,,,,,,female,,,,78 mm,78,157 mm,157,,11.3 g,11.3,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM117,MVZ:Mamm:231406,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Buenos Aires,,258,258,846,846,258-258,,Tandil,Grainerie,"Argentina; Buenos Aires; Tandil; Grainerie; S 37 °21'20.68"" ; 59° 12'17.62""; 846ft",2/4/13,4,2,2013,0.630938272,decimal degrees,-37.35333333,-59.20283333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,10 mm,10,,,,,17 mm,17,,,,,,,,abdominal,,,,male,,,,,,,132,,11 g,11,79,TAIL_BROKEN_53_MM
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230361,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Manabi,,100,100,327,327,100-100,,"Cornmill, ruta Portoviejo - Esmeraldas, Portoviejo",,"South America, Ecuador, Manabi, Cornmill, ruta Portoviejo - Esmeraldas, Portoviejo",11/28/12,28,11,2012,0.013401843,decimal degrees,-1.079383333,-80.53991667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,subadult,,,,,,18 mm,18,,,,,17 mm,17,,,,,,,,testes abdominal,,,,male,,,,75 mm,75,154 mm,154,,11 g,11,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230413,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,,,,,,,"Hacienda Arboleda, Indian Reservation, Santo Domingo",,"South America, Ecuador, Pichincha, Hacienda Arboleda, Indian Reservation, Santo Domingo",12/12/12,12,12,2012,0.004935604,decimal degrees,-0.39095,-79.21016667,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,13 mm,13,,,,,17 mm,17,,,,,,,,"testes abdominal, 5x2mm",,,,male,,,,65 mm,65,144 mm,144,,7 g,7,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM175,MVZ:Mamm:231376,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rio Grande do Sul,,74,74,242,242,74-74,,Uruguaiana,Fazenda Macedo sede II,"Brazil; Rio Grande do Sul; Uruguaiana; ; Fazenda Macedo sede II; S 29 °49' 45.1"" ; 57° 11' 59.8""; 242ft",6/5/13,5,6,2013,0.521463811,decimal degrees,-29.82416667,-57.19316667,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,17 mm,17,,,,,,,,testes abdominal; testis (7x3mm),,,,male,,,,72 mm,72,151 mm,151,,11.25 g,11.25,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM282,MVZ:Mamm:231342,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1264,1264,4147,4147,1264-1264,,Brasilia,farm,"Brazil; Distrito Federal; Brasília; ; farm; S 15 °38' 35.87"" ; 47° 54' 57.02""; 4147ft",9/22/13,22,9,2013,0.326431431,decimal degrees,-15.63916667,-47.9095,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,15 mm,15,,,,,19 mm,19,,,,,,,,testes scrotal,,,,male,,,,86 mm,86,165 mm,165,,11.25 g,11.25,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR157,MVZ:Mamm:230626,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Pennsylvania,Berks County,,,,,,,"Near Schoolhouse Rd., Upper Bern Township",,"North America, United States, Pennsylvania, Berks County, Near Schoolhouse Rd., Upper Bern Township",8/4/12,4,8,2012,40.528098/-76.101673,decimal degrees,40.528098,-76.101673,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13.5 mm,13.5,,,,,18 mm,18,,,,,,,,"testes scrotal, L=8mm",,,,male,,,,81 mm,81,160 mm,160,,17.13 g,17.13,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR173,MVZ:Mamm:230797,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Arizona,Pima County,704,704,704,704,704-704,,"Silverbell Boarding Stables on Silverbell Rd., N of Goret Rd., Tucson",,"Silverbell Boarding Stable on Silvervell Rd. north of Goret Rd., Tuscon, Pima County, Arizona, United States",7-Aug-12,7,8,2012,32.26812/-110.02657,decimal degrees,32.26812,-111.02657,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,"testes scrotal, length 8 mm",,,,male,,,,81 mm,81,160 mm,160,,15.13 g,15.13,79,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR130,MVZ:Mamm:230610,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Georgia,Madison County,280,280,280,280,280-280,,"606 Mt Zion Rd., Danielsville",,"North America, United States, Georgia, Madison County, 606 Mt Zion Rd., Danielsville",6/4/12,4,6,2012,34.20165/-83.33442,decimal degrees,34.94638,-83.3838,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,18.5 mm,18.5,,,,,,,,"lactating, parous",,,,female,,,,88 mm,88,168 mm,168,,16.13 g,16.13,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM113,MVZ:Mamm:231399,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Argentina,Buenos Aires,,210,210,689,689,210-210,,"Tandil, Ruta 226",Horse farm,Argentina; Buenos Aires; Tandil; Ruta 226; Horse farm; S 37 °19.651' ; W 59° 05.004'; 689,2/3/13,3,2,2013,0.63177672,decimal degrees,-37.32751667,-59.0834,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,10 mm,10,,,,,19 mm,19,,,,,,,,nulliparous,,,,female,,,,74 mm,74,154 mm,154,,7.5 g,7.5,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM168,MVZ:Mamm:231370,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rio Grande do Sul,,77,77,251,251,77-77,,Uruguaiana,Fazenda Barbara's (sede),"Brazil; Rio Grande do Sul; Uruguaiana; ; Fazenda Barbara's (sede); S 29 °53' 31.3"" ; 57° 12' 02.5""; 251ft",6/4/13,4,6,2013,0.522523179,decimal degrees,-29.8885,-57.20033333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18 mm,18,,,,,,,,Nulliparous,,,,female,,,,84 mm,84,164 mm,164,,12 g,12,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM171,MVZ:Mamm:231373,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rio Grande do Sul,,58,58,190,190,58-58,,Uruguaiana,Fazenda Macedo sede I,"Brazil; Rio Grande do Sul; Uruguaiana; ; Fazenda Macedo sede I; S 29 °49' 01.7"" ; 57° 12' 03.9""; 190ft",6/4/13,4,6,2013,0.521268753,decimal degrees,-29.81683333,-57.2005,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,12 mm,12,,,,,15 mm,15,,,,,,,,nulliparous,,,,female,,,,59 mm,59,139 mm,139,,6.75 g,6.75,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:233017,Mus musculus,Mus,Mus musculus,Felipe Martins; Taichi Suzuki,South America,Bolivia,La Paz,,3060,3060,3060,3060,3060-3060,,south of Cota Cota,,"South America, Bolivia, La Paz, south of Cota Cota",8/16/14,16,8,2014,0.243917035,decimal degrees,-16.60223333,-68.06508333,100,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,subadult,,,,,,14.5 mm,14.5,,,,,18 mm,18,,,,,,,,nulliparous,,,,female,,,,79 mm,79,159 mm,159,,11.3 g,11.3,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS032,MVZ:Mamm:230563,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,United States,Utah,Utah County,1388,1388,4555,4555,1388-1388,,"Spanish Fork, 721 S. Main street",Steve regan Co.,"United States; Utah; Utah Co.; Spanish Fork, 721 S. Main street; Steve regan Co.; 40° 06.017'; 111° 39.273'; 4555ft",6/15/12,15,6,2012,40.1002833333/-111.65455,decimal degrees,40.10028333,-111.65455,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,13.5 mm,13.5,,,,,20 mm,20,,,,,,,,nulliparous,,,,female,,,,85 mm,85,165 mm,165,,12.5 g,12.5,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM290,MVZ:Mamm:231339,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Distrito Federal,,1086,1086,3562,3562,1086-1086,,Brasilia,"Fazenda UnB, sede","Brazil; Distrito Federal; Brasília; Fazenda UnB; sede; S 15 °56' 42.56"" ; 47° 55' 53.04""; 3562ft",9/23/13,23,9,2013,0.332606511,decimal degrees,-15.94033333,-47.9255,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,17 mm,17,,,,,,,,parous,,,,female,,,,82 mm,82,162 mm,162,,12 g,12,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR167,MVZ:Mamm:230635,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Chesterfield County,109,109,109,109,109-109,,"On Huguenot Trail, Midlothian",,"North America, United States, Virginia, Chesterfield County, On Huguenot Trail, Midlothian",8/14/12,14,8,2012,37.52756/-77.62756,decimal degrees,37.52756,-77.62756,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18 mm,18,,,,,,,,parous,,,,female,,,,73 mm,73,153 mm,153,,13 g,13,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR160,MVZ:Mamm:230640,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Hanover County,44,44,44,44,44-44,,Mechanicsville,,"North America, United States, Virginia, Hanover County, Mechanicsville",8/10/12,10,8,2012,37.703198/-77.401439,decimal degrees,37.703198,-77.401439,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,18.5 mm,18.5,,,,,,,,parous,,,,female,,,,81 mm,81,161 mm,161,,16 g,16,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,MPR161,MVZ:Mamm:230638,Mus musculus,Mus,Mus musculus,Megan Phifer-Rixey,North America,United States,Virginia,Chesterfield County,92,92,92,92,92-92,,Manakin-Sabot,,"North America, United States, Virginia, Chesterfield County, Manakin-Sabot",8/10/12,10,8,2012,37.65535/-77.72927,decimal degrees,37.65535,-77.72927,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,13 mm,13,,,,,18 mm,18,,,,,,,,"pregnant 2L, 1R L=18mm",pregnant,,,female,,,,76 mm,76,156 mm,156,,15.25 g,15.25,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:231354,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Parana,,533,533,1749,1749,533-533,,Maringa,Feijão de ouro Grainerie,"Brazil; Paraná; Maringá; ; Feijão de ouro Grainerie; S 23 °27' 11.9"" ; 52° 00' 14.8""; 1749ft",5/20/13,20,5,2013,0.450976559,decimal degrees,-23.45183333,-52.00233333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,17 mm,17,,,,,,,,"pregnant; embryo (Left horn:2, Right horn: 3)",pregnant,,,female,,,,77 mm,77,157 mm,157,,11 g,11,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,TAS126,MVZ:Mamm:230473,Mus musculus,Mus,Mus musculus,Taichi Suzuki,North America,Canada,Alberta,Parkland County,711,711,2333,2333,711-711,,"Inter. Range Rd. 274 and Township Road 512, Spruce Grove",,"Canada; Alberta; Parkland Co.; Inter. Range Rd. 274 and Township Road 512, Spruce Grove; 53° 23.702'; 113° 56.268'; 2333ft",8/2/12,2,8,2012,53.3950333333/-113.9378,decimal degrees,53.39503333,-113.9378,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,14 mm,14,,,,,18.5 mm,18.5,,,,,,,,,,,,female,,,,85 mm,85,165 mm,165,,14 g,14,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230336,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Cotopaxi,,2973,2973,9755,9755,2973-2973,,"Chicken farm, Alaques, Latacunga",, Ecuador; Provincia Cotopaxi;  Latacunga;  Alaques; S 00° 52.413'; 78° 36.425'; 9755ft,15-Nov-11,15,11,2012,0.011112866,decimal degrees,-0.87355,-78.60708333,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,18 mm,18,,,,,19 mm,19,,,,,,,,"testes abdominal, 6 x 3 mm",,,,male,,,,81 mm,81,161 mm,161,,14 g,14,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230378,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Pichincha,,1599,1599,5246,5246,1599-1599,,"Animal breeder, Nanegalito, Nanegalito",,"South America, Ecuador, Pichincha, Animal breeder, Nanegalito, Nanegalito",12/4/12,4,12,2012,.0621833333/-78.6820194444,decimal degrees,0.062183333,-78.68201944,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,juvenile,,,,,,14 mm,14,,,,,17 mm,17,,,,,,,,"testes abdominal, 6x3mm",,,,male,,,,78 mm,78,158 mm,158,,12 g,12,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,,MVZ:Mamm:230344,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Ecuador,Cotopaxi,,2872,2872,9424,9424,2872-2872,,"Chicken farm, Saquisili, Latacunga",,"South America, Ecuador, Cotopaxi, Chicken farm, Saquisili, Latacunga",11/15/12,15,11,2012,0.010969227,decimal degrees,-0.862666667,-78.64425,,World Geodetic System 1984,"<i>Mus musculus</i> Linnaeus, 1758",,,,adult,,,,,,16 mm,16,,,,,15 mm,15,,,,,,,,"testes abdominal, 7x5mm",,,,male,,,,80 mm,80,160 mm,160,,12.5 g,12.5,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM173,MVZ:Mamm:231375,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rio Grande do Sul,,58,58,190,190,58-58,,Uruguaiana,Fazenda Macedo sede I,"Brazil; Rio Grande do Sul; Uruguaiana; ; Fazenda Macedo sede I; S 29 °49' 01.7"" ; 57° 12' 03.9""; 190ft",6/4/13,4,6,2013,0.521268753,decimal degrees,-29.81683333,-57.2005,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,14 mm,14,,,,,19 mm,19,,,,,,,,testes abdominal; testis (6x3mm),,,,male,,,,74 mm,74,154 mm,154,,11.25 g,11.25,80,
http://creativecommons.org/licenses/by/3.0/; http://mvz.berkeley.edu/mvzdata_terms,FMM164,MVZ:Mamm:231366,Mus musculus,Mus,Mus musculus,Felipe Martins,South America,Brazil,Rio Grande do Sul,,40,40,131,131,40-40,,Uruguaiana,Granja Sto Antonio,"Brazil; Rio Grande do Sul; Uruguaiana; ; Granja Sto Antonio; S 29 °52' 15.2"" ; 57° 11' 18.7""; 131ft",6/4/13,4,6,2013,0.522313024,decimal degrees,-29.86916667,-57.18633333,,unknown,"<i>Mus musculus</i> Linnaeus, 1758",,,,,,,,,,15 mm,15,,,,,17 mm,17,,,,,,,,testes abdominal; testis (7x3mm),,,,male,,,,74 mm,74,154 mm,154,,12 g,12,80,
