bibliographiccitation,references,basisofrecord,dynamicproperties,totallength_mm,taillength_mm,hindfootlength_mm,earlength_mm,bodyweight_g,occurrenceid,catalognumber,recordnumber,sex,lifestage,reproductivecondition,occurrenceremarks,associatedoccurrences,year,month,verbatimeventdate,continent,islandgroup,island,country,countrycode,stateprovince,verbatimelevation,decimallatitude,decimallongitude,verbatimlatitude,verbatimlongitude,scientificname,genus,subgenus,specificepithet,lengthinmm,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex
"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:230641?seid=3172031. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:230641,PreservedSpecimen,sex=female ; total length=155 mm; tail length=78 mm; hind foot with claw=18 mm; ear from notch=14 mm; weight=14.75 g; reproductive data=parous,155,78,18,14,14.75,http://arctos.database.museum/guid/MVZ:Mamm:230641?seid=3172031,MVZ:Mamm:230641,159,female,,,,,2012,8,8/9/12,North America,,,United States,,Virginia,,37.74117,-77.57546,,,Mus musculus,Mus,,musculus,155,0,14.75,0,,female
"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:230639?seid=3172028. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:230639,PreservedSpecimen,"sex=male ; total length=157 mm; tail length=77 mm; hind foot with claw=18.5 mm; ear from notch=14 mm; weight=15 g; reproductive data=tests scrotal, L=8.5",157,77,18.5,14,15,http://arctos.database.museum/guid/MVZ:Mamm:230639?seid=3172028,MVZ:Mamm:230639,166,male,,,,,2012,8,8/14/12,North America,,,United States,,Virginia,,37.76063,-77.48351,,,Mus musculus,Mus,,musculus,157,0,15,0,,male
"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:230646?seid=3172034. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:230646,PreservedSpecimen,"sex=female ; total length=163 mm; tail length=81 mm; hind foot with claw=18 mm; ear from notch=14 mm; weight=13.5 g; reproductive data=pregnant 2L, 3R L=1.5",163,81,18,14,13.5,http://arctos.database.museum/guid/MVZ:Mamm:230646?seid=3172034,MVZ:Mamm:230646,168,female,,preg,,,2012,8,8/14/12,North America,,,United States,,Virginia,,37.85448,-77.26262,,,Mus musculus,Mus,,musculus,163,0,13.5,0,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61812?seid=3623669. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61812,PreservedSpecimen,ear from notch=10 mm; hind foot with claw=15 mm; tail length=65 mm; total length=135 mm; verbatim collector=L. Andersen ; verbatim collector=L. Andersen 10 ; sex=female,135,65,15,10,,http://arctos.database.museum/guid/UWBM:Mamm:61812?seid=3623669,UWBM:Mamm:61812,,female,,,,,1949,10,before 2017-07-11,North America,,,United States,,Washington,,45.9879728,-118.4754206,,,Mus musculus,Mus,,musculus,135,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61843?seid=3623737. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61843,PreservedSpecimen,ear from notch=13 mm; hind foot with claw=14 mm; tail length=70 mm; total length=140 mm; verbatim collector=L. Andersen ; verbatim collector=L. Andersen 04 ; sex=male,140,70,14,13,,http://arctos.database.museum/guid/UWBM:Mamm:61843?seid=3623737,UWBM:Mamm:61843,,male,,,,,1949,10,before 2017-07-11,North America,,,United States,,Washington,,46.0032729,-118.253655,,,Mus musculus,Mus,,musculus,140,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61844?seid=3658685. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61844,PreservedSpecimen,ear from notch=13 mm; hind foot with claw=16 mm; tail length=82 mm; total length=168 mm; verbatim collector=L. Andersen ; verbatim collector=L. Andersen 05 ; sex=male,168,82,16,13,,http://arctos.database.museum/guid/UWBM:Mamm:61844?seid=3658685,UWBM:Mamm:61844,,male,,,,,1949,10,before 2017-07-11,North America,,,United States,,Washington,,46.0032729,-118.253655,,,Mus musculus,Mus,,musculus,168,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61852?seid=3657254. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61852,PreservedSpecimen,ear from notch=9 mm; hind foot with claw=17 mm; tail length=84 mm; total length=156 mm; verbatim collector=G. Tunco ; verbatim collector=G. Tunco 24 ; sex=male,156,84,17,9,,http://arctos.database.museum/guid/UWBM:Mamm:61852?seid=3657254,UWBM:Mamm:61852,,male,,,,,1951,12,before 2017-07-11,North America,,,United States,,Washington,,46.0186864,-118.4313103,,,Mus musculus,Mus,,musculus,156,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61799?seid=3657614. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61799,PreservedSpecimen,ear from notch=11 mm; hind foot with claw=16 mm; tail length=68 mm; total length=152 mm; verbatim collector=L. Andersen ; verbatim collector=L. Andersen 17 ; sex=female,152,68,16,11,,http://arctos.database.museum/guid/UWBM:Mamm:61799?seid=3657614,UWBM:Mamm:61799,,female,,,,,1949,10,before 2017-07-11,North America,,,United States,,Washington,,46.0204429,-118.3872,,,Mus musculus,Mus,,musculus,152,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61825?seid=3624291. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61825,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=15 mm; tail length=62 mm; total length=148 mm; verbatim collector=L. Smick ; verbatim collector=L. Smick 21 ; sex=male,148,62,15,12,,http://arctos.database.museum/guid/UWBM:Mamm:61825?seid=3624291,UWBM:Mamm:61825,,male,,,,,1957,11,before 2017-07-11,North America,,,United States,,Washington,,46.0212645,-118.3419,,,Mus musculus,Mus,,musculus,148,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61817?seid=3657987. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61817,PreservedSpecimen,ear from notch=11.5 mm; hind foot with claw=16 mm; tail length=60 mm; total length=135 mm; verbatim collector=A. Clure ; verbatim collector=A. Clure 15 ; sex=male,135,60,16,11.5,,http://arctos.database.museum/guid/UWBM:Mamm:61817?seid=3657987,UWBM:Mamm:61817,,male,,,,,1951,11,before 2017-07-11,North America,,,United States,,Washington,,46.04,-118.7958417,,,Mus musculus,Mus,,musculus,135,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61815?seid=3623318. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61815,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=17 mm; tail length=35 mm; total length=139 mm; verbatim collector=R. A. Hill ; verbatim collector=R. A. Hill 06 ; sex=male,139,35,17,12,,http://arctos.database.museum/guid/UWBM:Mamm:61815?seid=3623318,UWBM:Mamm:61815,,male,,,,,1969,10,before 2017-07-11,North America,,,United States,,Washington,,46.04,-118.6814951,,,Mus musculus,Mus,,musculus,139,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61818?seid=3623661. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61818,PreservedSpecimen,ear from notch=15 mm; hind foot with claw=20 mm; tail length=79 mm; total length=168 mm; verbatim collector=I. R. Ragenovich ; verbatim collector=I. R. Ragenovich 14 ; sex=male,168,79,20,15,,http://arctos.database.museum/guid/UWBM:Mamm:61818?seid=3623661,UWBM:Mamm:61818,,male,,,,,1969,10,before 2017-07-11,North America,,,United States,,Washington,,46.04,-118.6503097,,,Mus musculus,Mus,,musculus,168,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61848?seid=3657230. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61848,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=18 mm; tail length=61 mm; total length=131 mm; verbatim collector=J. Irvine ; verbatim collector=J. Irvine ; sex=female,131,61,18,12,,http://arctos.database.museum/guid/UWBM:Mamm:61848?seid=3657230,UWBM:Mamm:61848,,female,,,,,1959,11,before 2017-07-11,North America,,,United States,,Washington,,46.0411,-118.4403093,,,Mus musculus,Mus,,musculus,131,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61810?seid=3640896. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61810,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=15 mm; tail length=85 mm; total length=160 mm; verbatim collector=D. W. Palmer ; verbatim collector=D. W. Palmer 02 ; sex=male,160,85,15,14,,http://arctos.database.museum/guid/UWBM:Mamm:61810?seid=3640896,UWBM:Mamm:61810,,male,,,,,1956,10,before 2017-07-11,North America,,,United States,,Washington,,46.0411,-118.4611,,,Mus musculus,Mus,,musculus,160,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:41684?seid=3645001. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:41684,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=15 mm; tail length=58 mm; total length=117 mm; verbatim collector=R. Pomvaning ; verbatim collector=R. Pomvaning 34 ; sex=female,117,58,15,12,,http://arctos.database.museum/guid/UWBM:Mamm:41684?seid=3645001,UWBM:Mamm:41684,,female,,,,,1977,11,before 2017-07-11,North America,,,United States,,Washington,,46.04194,-118.38347,,,Mus musculus,Mus,,musculus,117,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61770?seid=3658178. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61770,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=19 mm; tail length=70 mm; total length=143 mm; verbatim collector=R. C. Kraft ; verbatim collector=R. C. Kraft 22 ; sex=male,143,70,19,14,,http://arctos.database.museum/guid/UWBM:Mamm:61770?seid=3658178,UWBM:Mamm:61770,,male,,,,,1949,12,before 2017-07-11,North America,,,United States,,Washington,,46.0421607,-118.3872,,,Mus musculus,Mus,,musculus,143,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61765?seid=3657994. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61765,PreservedSpecimen,ear from notch=13 mm; hind foot with claw=19 mm; tail length=68 mm; total length=154 mm; verbatim collector=R. C. Kraft ; verbatim collector=R. C. Kraft 20 ; sex=female,154,68,19,13,,http://arctos.database.museum/guid/UWBM:Mamm:61765?seid=3657994,UWBM:Mamm:61765,,female,,,,,1949,12,before 2017-07-11,North America,,,United States,,Washington,,46.0421607,-118.3872,,,Mus musculus,Mus,,musculus,154,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61769?seid=3668160. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61769,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=20 mm; tail length=72 mm; total length=159 mm; verbatim collector=R. C. Kraft ; verbatim collector=R. C. Kraft 21 ; sex=female,159,72,20,14,,http://arctos.database.museum/guid/UWBM:Mamm:61769?seid=3668160,UWBM:Mamm:61769,,female,,,,,1949,12,before 2017-07-11,North America,,,United States,,Washington,,46.0421607,-118.3872,,,Mus musculus,Mus,,musculus,159,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61898?seid=3641364. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61898,PreservedSpecimen,ear from notch=13 mm; hind foot with claw=19 mm; tail length=62 mm; total length=127 mm; verbatim collector=L. S. Booth ; verbatim collector=L. S. Booth 2180 ; sex=male,127,62,19,13,,http://arctos.database.museum/guid/UWBM:Mamm:61898?seid=3641364,UWBM:Mamm:61898,,male,,,,,1968,11,before 2017-07-11,North America,,,United States,,Washington,,46.0442243,-118.371315,,,Mus musculus,Mus,,musculus,127,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61899?seid=3666290. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61899,PreservedSpecimen,ear from notch=13 mm; hind foot with claw=18 mm; tail length=66 mm; total length=141 mm; verbatim collector=L. S. Booth ; verbatim collector=L. S. Booth 2179 ; sex=male,141,66,18,13,,http://arctos.database.museum/guid/UWBM:Mamm:61899?seid=3666290,UWBM:Mamm:61899,,male,,,,,1968,11,before 2017-07-11,North America,,,United States,,Washington,,46.0442243,-118.371315,,,Mus musculus,Mus,,musculus,141,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61900?seid=3663239. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61900,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=18 mm; tail length=75 mm; total length=161 mm; verbatim collector=L. S. Booth ; verbatim collector=L. S. Booth 2176 ; sex=male,161,75,18,14,,http://arctos.database.museum/guid/UWBM:Mamm:61900?seid=3663239,UWBM:Mamm:61900,,male,,,,,1968,11,before 2017-07-11,North America,,,United States,,Washington,,46.0442243,-118.371315,,,Mus musculus,Mus,,musculus,161,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61813?seid=3655963. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61813,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=18 mm; tail length=72 mm; total length=159 mm; verbatim collector=G. D. Balkins ; verbatim collector=G. D. Balkins 15 ; sex=male,159,72,18,12,,http://arctos.database.museum/guid/UWBM:Mamm:61813?seid=3655963,UWBM:Mamm:61813,,male,,,,,1981,6,before 2017-07-11,North America,,,United States,,Washington,,46.04653,-118.38704,,,Mus musculus,Mus,,musculus,159,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61814?seid=3624374. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61814,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=18 mm; tail length=77 mm; total length=158 mm; verbatim collector=L. L. Medcock ; verbatim collector=L. L. Medcock 15 ; sex=male,158,77,18,14,,http://arctos.database.museum/guid/UWBM:Mamm:61814?seid=3624374,UWBM:Mamm:61814,,male,,,,,1975,12,before 2017-07-11,North America,,,United States,,Washington,,46.0483,-118.3631,,,Mus musculus,Mus,,musculus,158,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61806?seid=3657624. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61806,PreservedSpecimen,ear from notch=11 mm; hind foot with claw=20 mm; tail length=82 mm; total length=172 mm; verbatim collector=P. Leung ; verbatim collector=P. Leung 12 ; sex=male,172,82,20,11,,http://arctos.database.museum/guid/UWBM:Mamm:61806?seid=3657624,UWBM:Mamm:61806,,male,,,,,1960,12,before 2017-07-11,North America,,,United States,,Washington,,46.0491,-118.392,,,Mus musculus,Mus,,musculus,172,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61840?seid=3623926. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61840,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=17 mm; tail length=69 mm; total length=126 mm; verbatim collector=D. J. Webster ; verbatim collector=D. J. Webster 06 ; sex=male,126,69,17,12,,http://arctos.database.museum/guid/UWBM:Mamm:61840?seid=3623926,UWBM:Mamm:61840,,male,,,,,1975,11,before 2017-07-11,North America,,,United States,,Washington,,46.0493432,-118.3198387,,,Mus musculus,Mus,,musculus,126,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61841?seid=3623773. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61841,PreservedSpecimen,ear from notch=13 mm; hind foot with claw=17 mm; tail length=66 mm; total length=128 mm; verbatim collector=D. J. Webster ; verbatim collector=D. J. Webster 07 ; sex=male,128,66,17,13,,http://arctos.database.museum/guid/UWBM:Mamm:61841?seid=3623773,UWBM:Mamm:61841,,male,,,,,1975,11,before 2017-07-11,North America,,,United States,,Washington,,46.0493432,-118.3198387,,,Mus musculus,Mus,,musculus,128,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61842?seid=3658684. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61842,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=17 mm; tail length=72 mm; total length=150 mm; verbatim collector=M. E. Iseminger ; verbatim collector=M. E. Iseminger 07 ; sex=male,150,72,17,14,,http://arctos.database.museum/guid/UWBM:Mamm:61842?seid=3658684,UWBM:Mamm:61842,,male,,,,,1975,11,before 2017-07-11,North America,,,United States,,Washington,,46.0493432,-118.3198387,,,Mus musculus,Mus,,musculus,150,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61857?seid=3623259. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61857,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=18 mm; tail length=62 mm; total length=126 mm; verbatim collector=F. W. Earl ; verbatim collector=F. W. Earl ; sex=unknown,126,62,18,12,,http://arctos.database.museum/guid/UWBM:Mamm:61857?seid=3623259,UWBM:Mamm:61857,,undetermined,,,,,1940,1,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,126,0,,,,unknown
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61776?seid=3623666. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61776,PreservedSpecimen,ear from notch=11 mm; hind foot with claw=18 mm; tail length=65 mm; total length=130 mm; verbatim collector=L. D. Wheeler ; verbatim collector=L. D. Wheeler 09 ; sex=male,130,65,18,11,,http://arctos.database.museum/guid/UWBM:Mamm:61776?seid=3623666,UWBM:Mamm:61776,,male,,,,,1975,11,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.4287876,,,Mus musculus,Mus,,musculus,130,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61783?seid=3658167. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61783,PreservedSpecimen,ear from notch=11 mm; hind foot with claw=15 mm; tail length=63 mm; total length=130 mm; verbatim collector=M. Perry ; verbatim collector=M. Perry 12 ; sex=male,130,63,15,11,,http://arctos.database.museum/guid/UWBM:Mamm:61783?seid=3658167,UWBM:Mamm:61783,,male,,,,,1960,12,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,130,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61853?seid=3623994. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61853,PreservedSpecimen,ear from notch=10 mm; hind foot with claw=17.5 mm; tail length=68.5 mm; total length=130 mm; verbatim collector=D. R. Goe ; verbatim collector=D. R. Goe 12 ; sex=male,130,68.5,17.5,10,,http://arctos.database.museum/guid/UWBM:Mamm:61853?seid=3623994,UWBM:Mamm:61853,,male,,,,,1949,11,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,130,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61793?seid=3624054. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61793,PreservedSpecimen,ear from notch=9 mm; hind foot with claw=18 mm; tail length=71 mm; total length=134 mm; verbatim collector=R. Cass ; verbatim collector=R. Cass 04 ; sex=female,134,71,18,9,,http://arctos.database.museum/guid/UWBM:Mamm:61793?seid=3624054,UWBM:Mamm:61793,,female,,,,,1951,10,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.4079938,,,Mus musculus,Mus,,musculus,134,0,,,,female
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61802?seid=3623275. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61802,PreservedSpecimen,ear from notch=12 mm; hind foot with claw=18 mm; tail length=63 mm; total length=135 mm; verbatim collector=I. Green ; verbatim collector=I. Green 13 ; sex=male,135,63,18,12,,http://arctos.database.museum/guid/UWBM:Mamm:61802?seid=3623275,UWBM:Mamm:61802,,male,,,,,1940,12,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,135,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61772?seid=3623095. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61772,PreservedSpecimen,ear from notch=15 mm; hind foot with claw=19 mm; tail length=91 mm; total length=137 mm; verbatim collector=H. Hudson ; verbatim collector=H. Hudson 23 ; sex=male,137,91,19,15,,http://arctos.database.museum/guid/UWBM:Mamm:61772?seid=3623095,UWBM:Mamm:61772,,male,,,,,1944,11,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,137,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61803?seid=3668156. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61803,PreservedSpecimen,ear from notch=10 mm; hind foot with claw=14 mm; tail length=66 mm; total length=144 mm; verbatim collector=W. Heinrich ; verbatim collector=W. Heinrich 02 ; sex=male,144,66,14,10,,http://arctos.database.museum/guid/UWBM:Mamm:61803?seid=3668156,UWBM:Mamm:61803,,male,,,,,1951,3,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,144,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61858?seid=3624021. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61858,PreservedSpecimen,ear from notch=8 mm; hind foot with claw=17 mm; tail length=66 mm; total length=145 mm; verbatim collector=F. W. Earl ; verbatim collector=F. W. Earl ; sex=male,145,66,17,8,,http://arctos.database.museum/guid/UWBM:Mamm:61858?seid=3624021,UWBM:Mamm:61858,,male,,,,,1940,12,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3872,,,Mus musculus,Mus,,musculus,145,0,,,,male
University of Washington Burke Museum. UWBM Mammalogy Collection. Record ID: http://arctos.database.museum/guid/UWBM:Mamm:61771?seid=3623295. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_mammals (source published on 2019-07-07),http://arctos.database.museum/guid/UWBM:Mamm:61771,PreservedSpecimen,ear from notch=14 mm; hind foot with claw=19 mm; tail length=65 mm; total length=145 mm; verbatim collector=J. Joers ; verbatim collector=J. Joers 15 ; sex=male,145,65,19,14,,http://arctos.database.museum/guid/UWBM:Mamm:61771?seid=3623295,UWBM:Mamm:61771,,male,,,,,1949,11,before 2017-07-11,North America,,,United States,,Washington,,46.0494,-118.3923985,,,Mus musculus,Mus,,musculus,145,0,,,,male
