bibliographiccitation,references,basisofrecord,dynamicproperties,totallength_mm,taillength_mm,hindfootlength_mm,earlength_mm,bodyweight_g,occurrenceid,catalognumber,recordnumber,sex,lifestage,reproductivecondition,occurrenceremarks,associatedoccurrences,year,month,verbatimeventdate,continent,islandgroup,island,country,countrycode,stateprovince,verbatimelevation,decimallatitude,decimallongitude,verbatimlatitude,verbatimlongitude,scientificname,genus,subgenus,specificepithet,lengthinmm,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex
"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:230301?seid=2090988. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:230301,PreservedSpecimen,sex=female ; total length=183 mm; tail length=84 mm; hind foot with claw=18 mm; ear from notch=5 mm; weight=17.5 g,,,,,,http://arctos.database.museum/guid/MVZ:Mamm:230301?seid=2090988,MVZ:Mamm:230301,12662,female,,,,,1985,6,7-8 June 1985,Europe,,,Germany,,Bavaria,,48.31667,11.66667,,,Mus musculus,Mus,,musculus,183,0,17.5,0,,female
"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:227437?seid=430284. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:227437,PreservedSpecimen,sex=female ; total length=168 mm; tail length=78 mm; hind foot with claw=17 mm; ear from notch=14 mm; weight=23 g; reproductive data=6 near term embs,,,,,,http://arctos.database.museum/guid/MVZ:Mamm:227437?seid=430284,MVZ:Mamm:227437,16045-1,female,,,pale belly,,2000,9,22-Sep-00,Europe,,,Austria,,Burgenland,,47.8711851,16.94433993,,,Mus musculus,Mus,,musculus,168,0,23,0,,female
"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:227432?seid=1589752. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:227432,PreservedSpecimen,sex=male ; total length=176 mm; tail length=88 mm; hind foot with claw=18 mm; ear from notch=15 mm; weight=16.5 g; reproductive data=LT 8x15 mm,,,,,,http://arctos.database.museum/guid/MVZ:Mamm:227432?seid=1589752,MVZ:Mamm:227432,16094,male,,,"dark belly,",,2000,10,7-Oct-00,Europe,,,Spain,,Catalonia,,41.871675,2.22906,,,Mus musculus domesticus,Mus,,musculus,176,0,16.5,0,,male
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24037. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24037,PreservedSpecimen,"{""totalLengthInmm"":""130"", ""tailLengthInmm"":""61"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24037,24037,"WGH , 20326",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,130,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24022. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24022,PreservedSpecimen,"{""totalLengthInmm"":""147"", ""tailLengthInmm"":""68"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24022,24022,"WGH , 20311",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,147,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24009. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24009,PreservedSpecimen,"{""totalLengthInmm"":""147"", ""tailLengthInmm"":""66"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24009,24009,"WGH , 20297",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,147,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24035. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24035,PreservedSpecimen,"{""totalLengthInmm"":""151"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24035,24035,"WGH , 20324",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,151,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24025. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24025,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""72"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24025,24025,"WGH , 20314",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,152,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24012. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24012,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""72"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24012,24012,"WGH , 20301",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,152,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24029. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24029,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24029,24029,"WGH , 20318",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,152,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24021. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24021,PreservedSpecimen,"{""totalLengthInmm"":""155"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24021,24021,"WGH , 20310",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,155,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24014. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24014,PreservedSpecimen,"{""totalLengthInmm"":""155"", ""tailLengthInmm"":""70"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24014,24014,"WGH , 20303",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,155,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24015. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24015,PreservedSpecimen,"{""totalLengthInmm"":""156"", ""tailLengthInmm"":""67"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24015,24015,"WGH , 20304",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,156,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24019. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24019,PreservedSpecimen,"{""totalLengthInmm"":""157"", ""tailLengthInmm"":""76"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24019,24019,"WGH , 20308",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,157,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24008. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24008,PreservedSpecimen,"{""totalLengthInmm"":""158"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24008,24008,"WGH , 20296",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,158,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24024. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24024,PreservedSpecimen,"{""totalLengthInmm"":""158"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24024,24024,"WGH , 20313",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,158,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24038. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24038,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""82"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24038,24038,"WGH , 20327",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,159,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24026. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24026,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""81"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24026,24026,"WGH , 20315",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,159,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24020. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24020,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24020,24020,"WGH , 20309",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,159,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24010. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24010,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24010,24010,"WGH , 20299",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,159,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24034. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24034,PreservedSpecimen,"{""totalLengthInmm"":""160"", ""tailLengthInmm"":""77"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24034,24034,"WGH , 20323",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,160,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24017. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24017,PreservedSpecimen,"{""totalLengthInmm"":""162"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24017,24017,"WGH , 20306",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,162,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24016. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24016,PreservedSpecimen,"{""totalLengthInmm"":""162"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24016,24016,"WGH , 20305",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,162,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24036. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24036,PreservedSpecimen,"{""totalLengthInmm"":""163"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24036,24036,"WGH , 20325",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,163,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24030. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24030,PreservedSpecimen,"{""totalLengthInmm"":""169"", ""tailLengthInmm"":""81"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24030,24030,"WGH , 20319",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,169,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24033. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24033,PreservedSpecimen,"{""totalLengthInmm"":""170"", ""tailLengthInmm"":""80"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24033,24033,"WGH , 20322",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,170,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24028. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24028,PreservedSpecimen,"{""totalLengthInmm"":""171"", ""tailLengthInmm"":""81"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24028,24028,"WGH , 20317",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,171,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24011. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24011,PreservedSpecimen,"{""totalLengthInmm"":""171"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24011,24011,"WGH , 20300",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,171,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24018. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24018,PreservedSpecimen,"{""totalLengthInmm"":""173"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24018,24018,"WGH , 20307",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,173,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24013. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24013,PreservedSpecimen,"{""totalLengthInmm"":""173"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24013,24013,"WGH , 20302",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,173,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24031. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24031,PreservedSpecimen,"{""totalLengthInmm"":""175"", ""tailLengthInmm"":""78"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24031,24031,"WGH , 20320",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,175,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24023. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24023,PreservedSpecimen,"{""totalLengthInmm"":""180"", ""tailLengthInmm"":""87"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24023,24023,"WGH , 20312",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,180,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24032. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24032,PreservedSpecimen,"{""totalLengthInmm"":""182"", ""tailLengthInmm"":""86"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24032,24032,"WGH , 20321",female,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,182,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24027. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24027,PreservedSpecimen,"{""totalLengthInmm"":""X"", ""tailLengthInmm"":""81"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24027,24027,"WGH , 20316",male,,,,,1968,9,1/4/68,Europe,,,Denmark,,Midtjylland,,55.825258,9.617674,,,Mus musculus,Mus,,musculus,,,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24286. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24286,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24286,24286,"WGH , 20629",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.850238,8.98848,,,Mus musculus,Mus,,musculus,159,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24287. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24287,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24287,24287,"WGH , 20630",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.850238,8.98848,,,Mus musculus,Mus,,musculus,159,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24285. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24285,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""71"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24285,24285,"WGH , 20628",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.850238,8.98848,,,Mus musculus,Mus,,musculus,159,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24284. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24284,PreservedSpecimen,"{""totalLengthInmm"":""170"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24284,24284,"WGH , 20627",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.850238,8.98848,,,Mus musculus,Mus,,musculus,170,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26379. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26379,PreservedSpecimen,"{""totalLengthInmm"":""97"", ""tailLengthInmm"":""45"", ""hindfootLengthInmm"":""15"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26379,26379,"WGH , 21943",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,97,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26382. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26382,PreservedSpecimen,"{""totalLengthInmm"":""112"", ""tailLengthInmm"":""52"", ""hindfootLengthInmm"":""15"", ""earLengthInmm"":""11"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26382,26382,"WGH , 21946",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,112,0,,,,M
